dataset,lambda,seed,metric,n_confident,n_uncertain,median_confident,median_uncertain,U,p_value,cliffs_delta,effect
adult,1.0,5,spearman,10728,1483,0.8857142857142858,0.7999999999999999,9185848.5,2.1740589703392774e-22,0.15475368871068218,small
adult,1.0,5,kendall,10728,1483,0.7333333333333333,0.6,9130652.0,8.297697227470122e-21,0.1478149326470568,small
adult,1.0,5,jaccard,10728,1483,1.0,0.6666666666666666,9125894.5,1.8401243942890335e-25,0.14721686697309755,small
adult,1.0,6,spearman,10619,1592,0.7142857142857143,0.6571428571428573,9729168.5,1.824007996150271e-22,0.1510098401414739,small
adult,1.0,6,kendall,10619,1592,0.6,0.4666666666666666,9905826.5,4.111045443161166e-29,0.17190937501330938,small
adult,1.0,6,jaccard,10619,1592,0.6666666666666666,0.6666666666666666,10476405.5,9.364952009102463e-68,0.2394117564941196,small
adult,1.0,7,spearman,10729,1482,0.8285714285714287,0.7142857142857143,9859786.0,2.8404868682228046e-51,0.24019517020287195,small
adult,1.0,7,kendall,10729,1482,0.7333333333333333,0.6,10021623.0,1.2314902337160633e-60,0.26055154160486005,small
adult,1.0,7,jaccard,10729,1482,0.6666666666666666,0.6666666666666666,9687166.0,2.7023288045655985e-52,0.21848247884421368,small
adult,1.0,8,spearman,10782,1429,0.8857142857142858,0.7714285714285715,9469798.0,1.0527378528624248e-45,0.22924699292122952,small
adult,1.0,8,kendall,10782,1429,0.7333333333333333,0.6,9549135.5,3.237921114611746e-50,0.23954556352441325,small
adult,1.0,8,jaccard,10782,1429,1.0,0.6666666666666666,9655083.5,2.133854921800232e-69,0.25329836589739085,small
adult,1.0,9,spearman,10628,1583,0.8285714285714287,0.7999999999999999,9289585.0,1.5972160466335598e-11,0.10431722923582831,negligible
adult,1.0,9,kendall,10628,1583,0.7333333333333333,0.6,9437104.5,2.0839949042320412e-15,0.1218538926603252,negligible
adult,1.0,9,jaccard,10628,1583,0.6666666666666666,0.6666666666666666,8758119.5,0.0024971175410608668,0.04113824886216966,negligible
adult,1.0,10,spearman,10823,1388,0.7714285714285715,0.6571428571428573,9601577.0,1.605348672440308e-64,0.27830780377257214,small
adult,1.0,10,kendall,10823,1388,0.6,0.4666666666666666,9597445.5,2.760906592592394e-65,0.2777577557240811,small
adult,1.0,10,jaccard,10823,1388,0.6666666666666666,0.6666666666666666,10392291.5,2.642904434094178e-147,0.3835797310722362,medium
adult,1.0,11,spearman,10796,1415,0.7142857142857143,0.6785714285714287,8349889.0,1.0533090269565504e-08,0.0931792562878282,negligible
adult,1.0,11,kendall,10796,1415,0.6,0.5238095238095238,8420152.5,2.1681386706355328e-10,0.10237825290612812,negligible
adult,1.0,11,jaccard,10796,1415,0.6666666666666666,0.6666666666666666,10128636.5,2.728344989377143e-111,0.326055390230906,small
adult,1.0,12,spearman,10587,1624,0.8285714285714287,0.7142857142857143,10668666.0,1.1355660760223406e-55,0.24102684722084566,small
adult,1.0,12,kendall,10587,1624,0.7333333333333333,0.6,10755758.0,5.82278976468477e-61,0.2511577773838256,small
adult,1.0,12,jaccard,10587,1624,0.6666666666666666,0.6666666666666666,10706075.0,7.813609847713332e-71,0.24537842907069307,small
adult,1.0,13,spearman,10672,1539,0.5428571428571429,0.6,7331911.5,9.106170546675247e-12,-0.10718233719397607,negligible
adult,1.0,13,kendall,10672,1539,0.4666666666666666,0.4666666666666666,8005091.5,0.10620918884759935,-0.02520821704157672,negligible
adult,1.0,13,jaccard,10672,1539,0.6666666666666666,0.6666666666666666,10533674.5,1.536678725226054e-100,0.2827010593143975,small
adult,1.0,14,spearman,10695,1516,0.8857142857142858,0.7714285714285715,9627712.5,1.1375374322278834e-32,0.18760801104256797,small
adult,1.0,14,kendall,10695,1516,0.7333333333333333,0.6,9642246.5,1.200594616013406e-33,0.18940082473870734,small
adult,1.0,14,jaccard,10695,1516,0.6666666666666666,0.6666666666666666,9943176.0,1.1166318479560758e-58,0.22652140607711302,small
adult,1.0,15,spearman,10806,1405,0.8285714285714287,0.7714285714285715,9312999.5,5.793111281878911e-44,0.2268127697608353,small
adult,1.0,15,kendall,10806,1405,0.7333333333333333,0.6,9403249.0,5.638955198891614e-49,0.2387014463429109,small
adult,1.0,15,jaccard,10806,1405,0.6666666666666666,0.6666666666666666,9048742.5,3.5622635287298824e-39,0.1920018732179236,small
adult,1.0,16,spearman,10707,1504,0.7999999999999999,0.6571428571428573,10080927.5,7.186876486407648e-57,0.25203032565690764,small
adult,1.0,16,kendall,10707,1504,0.6,0.4666666666666666,10119847.0,1.1811610816284123e-59,0.25686404698457355,small
adult,1.0,16,jaccard,10707,1504,0.6666666666666666,0.6666666666666666,10034304.0,1.0769460268298138e-67,0.24623978347829723,small
adult,1.0,17,spearman,10699,1512,0.6785714285714287,0.6785714285714287,8165251.5,0.5486958278088503,0.009495954969831022,negligible
adult,1.0,17,kendall,10699,1512,0.6,0.5238095238095238,8824776.5,6.074912669972784e-09,0.09103512369004463,negligible
adult,1.0,17,jaccard,10699,1512,0.6666666666666666,0.6666666666666666,9052178.5,1.6050782994842607e-18,0.11914955459912924,negligible
adult,1.0,18,spearman,10766,1445,0.8285714285714287,0.7714285714285715,8267840.5,9.458480492576278e-05,0.06291824769378418,negligible
adult,1.0,18,kendall,10766,1445,0.7333333333333333,0.6,8321249.0,1.2826559318959138e-05,0.06978447464046433,negligible
adult,1.0,18,jaccard,10766,1445,0.6666666666666666,0.6666666666666666,7730775.5,0.6635500531395202,-0.006127132257324308,negligible
adult,1.0,19,spearman,10770,1441,0.7714285714285715,0.7714285714285715,8131538.5,0.002999871616088921,0.047907706205777556,negligible
adult,1.0,19,kendall,10770,1441,0.6,0.6,8358590.5,1.307869532152676e-06,0.07716779524174955,negligible
adult,1.0,19,jaccard,10770,1441,0.6666666666666666,0.6666666666666666,8399949.5,6.586304574541704e-10,0.08249771095462055,negligible
adult,1.5,0,spearman,10729,1482,0.7142857142857144,0.6571428571428573,9254998.5,8.875262611378696e-25,0.16412307933811388,small
adult,1.5,0,kendall,10729,1482,0.6,0.4666666666666666,9284882.5,3.68203666090629e-26,0.16788198368617402,small
adult,1.5,0,jaccard,10729,1482,0.6666666666666666,0.6666666666666666,9627694.0,1.911049441243852e-49,0.21100190196736213,small
adult,1.5,1,spearman,10751,1460,0.7,0.642857142857143,8834821.5,5.335701664341154e-15,0.1257087903896803,negligible
adult,1.5,1,kendall,10751,1460,0.6,0.4666666666666666,8986486.0,1.116549429533013e-19,0.14503346614459556,negligible
adult,1.5,1,jaccard,10751,1460,0.6666666666666666,0.6666666666666666,9163986.5,1.2262399464371051e-31,0.16765009435248457,small
adult,1.5,2,spearman,10726,1485,0.7714285714285715,0.7,9382906.5,5.626679455946716e-29,0.17815691880580942,small
adult,1.5,2,kendall,10726,1485,0.6,0.6,9409986.5,1.983818640763903e-30,0.1815571966793299,small
adult,1.5,2,jaccard,10726,1485,0.6666666666666666,0.6666666666666666,9890373.5,5.3836492927486665e-64,0.2418765942726413,small
adult,1.5,3,spearman,10704,1507,0.6571428571428573,0.642857142857143,8764010.0,4.7097076285754234e-08,0.08660952426295632,negligible
adult,1.5,3,kendall,10704,1507,0.5238095238095238,0.4666666666666666,8900330.0,4.737378447883505e-11,0.10351121770551575,negligible
adult,1.5,3,jaccard,10704,1507,0.6666666666666666,0.6666666666666666,10631827.5,2.276365068086322e-112,0.3181916750232845,small
adult,1.5,4,spearman,10514,1697,0.8285714285714287,0.6571428571428573,11897710.5,5.770592442146544e-109,0.33365524699844595,medium
adult,1.5,4,kendall,10514,1697,0.6190476190476191,0.4666666666666666,12055294.0,1.3777349456340011e-121,0.35131932292426216,medium
adult,1.5,4,jaccard,10514,1697,0.6666666666666666,0.6666666666666666,10410431.0,2.214819207706273e-35,0.1669409779860822,small
adult,1.5,5,spearman,10728,1483,0.7142857142857143,0.6571428571428573,9055235.0,4.629785029430695e-18,0.1383342560452716,negligible
adult,1.5,5,kendall,10728,1483,0.6,0.4666666666666666,9189193.0,1.228239936958301e-22,0.15517412605099912,small
adult,1.5,5,jaccard,10728,1483,0.6666666666666666,0.6666666666666666,9853395.5,1.1158938991587085e-62,0.23867107104479657,small
adult,1.5,6,spearman,10619,1592,0.7714285714285715,0.6785714285714287,10283923.5,1.7933671101477646e-44,0.2166401623902543,small
adult,1.5,6,kendall,10619,1592,0.6,0.4666666666666666,10553025.5,8.13198899636436e-59,0.2484762900101789,small
adult,1.5,6,jaccard,10619,1592,0.6666666666666666,0.6666666666666666,9810731.0,5.799674041709786e-32,0.16065909640489862,small
adult,1.5,7,spearman,10729,1482,0.7714285714285715,0.642857142857143,10456274.0,7.608508397841167e-87,0.3152233236216144,small
adult,1.5,7,kendall,10729,1482,0.6,0.4666666666666666,10607177.5,3.027602509000694e-98,0.33420444469936506,medium
adult,1.5,7,jaccard,10729,1482,0.6666666666666666,0.6666666666666666,9787247.5,1.3876288401382868e-57,0.2310710474933364,small
adult,1.5,8,spearman,10782,1429,0.7142857142857143,0.7,8100138.5,0.0015103335911273716,0.051455468571819374,negligible
adult,1.5,8,kendall,10782,1429,0.6,0.6,8190206.5,8.259077092714971e-05,0.06314693423544071,negligible
adult,1.5,8,jaccard,10782,1429,0.6666666666666666,0.6666666666666666,9633552.0,3.0010369958448105e-66,0.25050342437613726,small
adult,1.5,9,spearman,10628,1583,0.7,0.6785714285714287,8637152.0,0.08485704932953345,0.026758005349936775,negligible
adult,1.5,9,kendall,10628,1583,0.6,0.4666666666666666,8976207.5,1.3373254394594036e-05,0.06706387803608682,negligible
adult,1.5,9,jaccard,10628,1583,0.6666666666666666,0.6666666666666666,9423909.0,6.240585662184186e-19,0.12028525229604825,negligible
adult,1.5,10,spearman,10823,1388,0.7714285714285715,0.642857142857143,9231972.0,3.145321879514793e-44,0.2291003708880197,small
adult,1.5,10,kendall,10823,1388,0.6,0.4666666666666666,9248088.5,1.1943575868295197e-45,0.23124604422058792,small
adult,1.5,10,jaccard,10823,1388,0.6666666666666666,0.6666666666666666,10163607.5,5.578294421467638e-126,0.3531338426730777,medium
adult,1.5,11,spearman,10796,1415,0.7,0.6,8504162.0,3.442364564574141e-12,0.11337689525108763,negligible
adult,1.5,11,kendall,10796,1415,0.6,0.4666666666666666,8855887.5,4.2223755802491955e-23,0.1594252942786034,small
adult,1.5,11,jaccard,10796,1415,0.6666666666666666,0.6666666666666666,9884512.0,4.42958356154882e-90,0.2940942660349273,small
adult,1.5,12,spearman,10587,1624,0.7142857142857143,0.642857142857143,10078634.0,3.111583156499016e-29,0.17239169145540978,small
adult,1.5,12,kendall,10587,1624,0.6,0.4666666666666666,10213732.0,6.234824459333516e-35,0.18810689380646672,small
adult,1.5,12,jaccard,10587,1624,0.6666666666666666,0.6666666666666666,10522991.0,1.3615621481387223e-59,0.22408128102082636,small
adult,1.5,13,spearman,10672,1539,0.5357142857142858,0.6,6803044.5,1.0090054755285762e-27,-0.17158325077227465,small
adult,1.5,13,kendall,10672,1539,0.39999999999999997,0.4666666666666666,7266447.5,1.8933299004375817e-13,-0.11515398489838902,negligible
adult,1.5,13,jaccard,10672,1539,0.6666666666666666,0.6666666666666666,10192450.0,2.7808290481533908e-70,0.24114964934686656,small
adult,1.5,14,spearman,10695,1516,0.7714285714285715,0.6571428571428573,10193424.0,1.3175140393547606e-59,0.257390268181936,small
adult,1.5,14,kendall,10695,1516,0.6,0.4666666666666666,10386101.0,1.2683220858465743e-71,0.2811575699936226,small
adult,1.5,14,jaccard,10695,1516,0.6666666666666666,0.6666666666666666,10379208.5,4.5190751081995846e-88,0.2803073588748226,small
adult,1.5,15,spearman,10806,1405,0.7999999999999999,0.7142857142857143,9067456.0,9.436067814155685e-33,0.19446702537077387,small
adult,1.5,15,kendall,10806,1405,0.6,0.6,9018237.0,3.4044152667207234e-31,0.18798334653938786,small
adult,1.5,15,jaccard,10806,1405,0.6666666666666666,0.6666666666666666,9681185.5,1.1979187942284596e-78,0.27531436008596777,small
adult,1.5,16,spearman,10707,1504,0.7714285714285715,0.6571428571428573,9411908.0,1.815154976001161e-26,0.1689394887814495,small
adult,1.5,16,kendall,10707,1504,0.6,0.4666666666666666,9397449.5,2.9856482793645135e-26,0.16714377301387628,small
adult,1.5,16,jaccard,10707,1504,0.6666666666666666,0.6666666666666666,9722139.0,9.806691176479491e-49,0.20746953673178603,small
adult,1.5,17,spearman,10699,1512,0.7999999999999999,0.6571428571428573,10312595.5,1.2342583260654781e-67,0.2749789081806093,small
adult,1.5,17,kendall,10699,1512,0.6,0.4666666666666666,10441665.0,3.7565131552949945e-76,0.29093618006133193,small
adult,1.5,17,jaccard,10699,1512,0.6666666666666666,0.6666666666666666,10520009.5,2.845979884019636e-100,0.300622159218757,small
adult,1.5,18,spearman,10766,1445,0.7142857142857143,0.7,8443377.5,1.180281924637024e-07,0.08548538362794056,negligible
adult,1.5,18,kendall,10766,1445,0.6,0.6,8559773.5,3.2222915840098017e-10,0.1004493191753868,negligible
adult,1.5,18,jaccard,10766,1445,0.6666666666666666,0.6666666666666666,9513588.0,1.7387410805850813e-54,0.2230722503948417,small
adult,1.5,19,spearman,10770,1441,0.6,0.642857142857143,7226780.5,2.1439381983678784e-05,-0.0686880499910758,negligible
adult,1.5,19,kendall,10770,1441,0.4666666666666666,0.4666666666666666,7635450.5,0.31863370802356605,-0.016022931047703026,negligible
adult,1.5,19,jaccard,10770,1441,0.6666666666666666,0.6666666666666666,9048859.0,3.442673970144321e-34,0.16612238612281138,small
adult,2.0,0,spearman,10729,1482,0.5428571428571429,0.6,7263649.5,6.574827230307811e-08,-0.08635511684061847,negligible
adult,2.0,0,kendall,10729,1482,0.39999999999999997,0.4285714285714286,7570621.5,0.0026980263391357794,-0.0477432045955134,negligible
adult,2.0,0,jaccard,10729,1482,0.6666666666666666,0.6666666666666666,9787063.0,9.446909580943598e-60,0.23104784049787996,small
adult,2.0,1,spearman,10751,1460,0.5428571428571429,0.5428571428571429,8092607.5,0.05297124024434585,0.031137912624884745,negligible
adult,2.0,1,kendall,10751,1460,0.4285714285714286,0.33333333333333337,8545844.0,2.8780570153006523e-08,0.0888880677554047,negligible
adult,2.0,1,jaccard,10751,1460,0.6666666666666666,0.6666666666666666,9750328.5,1.1366160190692914e-62,0.24236018822078353,small
adult,2.0,2,spearman,10726,1485,0.6,0.6785714285714287,6863535.5,4.9723630634984535e-18,-0.13818582367901777,negligible
adult,2.0,2,kendall,10726,1485,0.4666666666666666,0.5238095238095238,6793151.0,2.5064312685876505e-20,-0.1470235953920459,small
adult,2.0,2,jaccard,10726,1485,0.6666666666666666,0.6666666666666666,9104098.5,6.592575468032125e-24,0.1431486221529108,negligible
adult,2.0,3,spearman,10704,1507,0.7714285714285715,0.6571428571428573,9596336.0,4.890322088130067e-33,0.18980581898325988,small
adult,2.0,3,kendall,10704,1507,0.6,0.4666666666666666,9740177.0,1.1716802878920438e-39,0.20764000682415795,small
adult,2.0,3,jaccard,10704,1507,0.6666666666666666,0.6666666666666666,9495424.0,4.453731322602503e-37,0.17729420154872666,small
adult,2.0,4,spearman,10514,1697,0.7714285714285715,0.7,10411831.0,1.318566791802436e-28,0.1670979087960729,small
adult,2.0,4,kendall,10514,1697,0.6,0.5238095238095238,10460458.5,4.562555143657252e-31,0.17254873234094026,small
adult,2.0,4,jaccard,10514,1697,0.6666666666666666,0.6666666666666666,10238323.0,4.496977106696654e-28,0.14764880095333233,small
adult,2.0,5,spearman,10728,1483,0.6,0.6,7550951.5,0.0014797110001759446,-0.050769333077890444,negligible
adult,2.0,5,kendall,10728,1483,0.4285714285714286,0.4666666666666666,7679010.0,0.02933622276117835,-0.03467108964988741,negligible
adult,2.0,5,jaccard,10728,1483,0.6666666666666666,0.6666666666666666,9297034.0,1.0740437590769059e-32,0.1687308260710625,small
adult,2.0,6,spearman,10619,1592,0.6,0.6,8217100.5,0.07213105880033617,-0.027875451747862545,negligible
adult,2.0,6,kendall,10619,1592,0.4666666666666666,0.4285714285714286,8475189.5,0.8632834128083402,0.0026577822723183875,negligible
adult,2.0,6,jaccard,10619,1592,0.6666666666666666,0.6666666666666666,9543479.5,3.791664539392523e-20,0.129041892294129,negligible
adult,2.0,7,spearman,10729,1482,0.6,0.642857142857143,7321674.5,7.450383205916681e-07,-0.07905654821539465,negligible
adult,2.0,7,kendall,10729,1482,0.4666666666666666,0.4666666666666666,7766453.0,0.14520998200261379,-0.023110897112005757,negligible
adult,2.0,7,jaccard,10729,1482,0.6666666666666666,0.6666666666666666,9499828.5,6.4927073958773e-45,0.19491857363390985,small
adult,2.0,8,spearman,10782,1429,0.6,0.6,7272864.5,0.0005720541846000103,-0.055930568260425195,negligible
adult,2.0,8,kendall,10782,1429,0.39999999999999997,0.4285714285714286,7521011.5,0.14202205370839144,-0.023719326420586162,negligible
adult,2.0,8,jaccard,10782,1429,0.6666666666666666,0.6666666666666666,9626517.5,1.529847990243551e-65,0.24959029634830565,small
adult,2.0,9,spearman,10628,1583,0.4285714285714286,0.5714285714285715,6662432.0,7.525188860457108e-41,-0.2079906210867205,small
adult,2.0,9,kendall,10628,1583,0.3333333333333333,0.4285714285714286,7567097.5,8.34024920956232e-11,-0.10044677511887101,negligible
adult,2.0,9,jaccard,10628,1583,0.6666666666666666,0.6666666666666666,9847594.0,5.871458488803083e-39,0.17065161906795256,small
adult,2.0,10,spearman,10823,1388,0.7714285714285715,0.6,9429808.0,1.59333996150535e-54,0.2554393048638812,small
adult,2.0,10,kendall,10823,1388,0.6,0.4666666666666666,9582457.5,5.137819102714933e-64,0.2757623254564341,small
adult,2.0,10,jaccard,10823,1388,0.6666666666666666,0.6666666666666666,9852232.0,5.7306699942872834e-99,0.3116788054897497,small
adult,2.0,11,spearman,10796,1415,0.7,0.6,9001632.5,6.528501251936624e-28,0.17850643544199718,small
adult,2.0,11,kendall,10796,1415,0.6,0.4285714285714286,9161753.5,8.776842970114107e-35,0.19946970282148735,small
adult,2.0,11,jaccard,10796,1415,0.6666666666666666,0.6666666666666666,9824732.0,8.321681869480574e-86,0.28626778403727604,small
adult,2.0,12,spearman,10587,1624,0.642857142857143,0.6,8854254.0,0.0511287970798797,0.02996634500626061,negligible
adult,2.0,12,kendall,10587,1624,0.4666666666666666,0.4666666666666666,8762878.5,0.2048104409846152,0.019337139004476533,negligible
adult,2.0,12,jaccard,10587,1624,0.6666666666666666,0.6666666666666666,10814792.0,1.6063295604647347e-79,0.2580248757538406,small
adult,2.0,13,spearman,10672,1539,0.4285714285714286,0.5428571428571429,6816445.5,3.341607078457958e-27,-0.16995139126343262,small
adult,2.0,13,kendall,10672,1539,0.3333333333333333,0.33333333333333337,7212155.5,8.30451440122363e-15,-0.12176520170713867,negligible
adult,2.0,13,jaccard,10672,1539,0.6666666666666666,0.6666666666666666,10199657.0,2.2028249515465922e-68,0.2420272563523307,small
adult,2.0,14,spearman,10695,1516,0.6571428571428573,0.6,8374443.5,0.03690830352789574,0.0330134171147467,negligible
adult,2.0,14,kendall,10695,1516,0.4666666666666666,0.4666666666666666,8389390.5,0.02621983166597739,0.03485717563381896,negligible
adult,2.0,14,jaccard,10695,1516,0.6666666666666666,0.6666666666666666,10332001.5,3.2644560119682393e-84,0.27448422992521104,small
adult,2.0,15,spearman,10806,1405,0.7142857142857143,0.642857142857143,9054376.5,4.111860806968991e-32,0.19274404690158287,small
adult,2.0,15,kendall,10806,1405,0.6,0.4666666666666666,9138891.0,3.461327645205976e-36,0.20387724494695503,small
adult,2.0,15,jaccard,10806,1405,0.6666666666666666,0.6666666666666666,9529451.5,1.6107159109743626e-67,0.25532625541497644,small
adult,2.0,16,spearman,10707,1504,0.6571428571428573,0.6571428571428573,7889530.5,0.20463177912035924,-0.02013664504629109,negligible
adult,2.0,16,kendall,10707,1504,0.4666666666666666,0.4666666666666666,7754336.5,0.0191644727180745,-0.0369274599635554,negligible
adult,2.0,16,jaccard,10707,1504,0.6666666666666666,0.6666666666666666,9614633.5,1.8213596845982285e-43,0.1941175761929459,small
adult,2.0,17,spearman,10699,1512,0.6785714285714287,0.6,9449574.5,2.2859271293501924e-26,0.16828088319582846,small
adult,2.0,17,kendall,10699,1512,0.4666666666666666,0.4285714285714286,9515119.0,3.5216982233561595e-29,0.17638435773308192,small
adult,2.0,17,jaccard,10699,1512,0.6666666666666666,0.6666666666666666,9889855.5,4.672997293501681e-56,0.22271422043597022,small
adult,2.0,18,spearman,10766,1445,0.7,0.6071428571428572,9278066.0,7.404621701986666e-33,0.1927934089569432,small
adult,2.0,18,kendall,10766,1445,0.6,0.4666666666666666,9405491.0,6.57648797362734e-39,0.2091752389780206,small
adult,2.0,18,jaccard,10766,1445,0.6666666666666666,0.6666666666666666,9482897.5,6.92269263444056e-53,0.21912666236845846,small
adult,2.0,19,spearman,10770,1441,0.5428571428571429,0.6,6732203.0,2.643465746913036e-16,-0.1324240297894852,negligible
adult,2.0,19,kendall,10770,1441,0.4285714285714286,0.4285714285714286,7584877.0,0.16086096894779067,-0.022540315227805974,negligible
adult,2.0,19,jaccard,10770,1441,0.6666666666666666,0.6666666666666666,9074103.5,5.062717988180691e-35,0.169375633474381,small
